cand,ipsae_min,sc_dockq,bsa,ddg,dSASA,cms,nres,irms,Lrms,fnat,ncontact,consensus_pass
cand00467,0.0126,0.208,902.4,-43.54,1714.5,345.2,59,7.555,14.624,0.333,74,0
cand00775,0.0126,0.072,844.9,-39.80,1558.2,343.9,74,8.748,17.666,0.0,83,0
cand00574,0.0126,0.07,822.4,-37.82,1568.8,320.5,66,8.642,18.037,0.0,85,0
cand01208,0.0126,0.068,870.9,-36.11,1577.1,308.2,63,9.673,18.029,0.0,77,0
cand00537,0.0126,0.466,784.0,-35.19,1434.0,305.6,63,1.477,2.976,0.0,72,0
cand02301,0.0126,0.117,940.8,-35.15,1734.9,278.9,72,5.871,15.719,0.062,82,0
cand02126,0.0126,0.02,887.9,-34.74,1662.6,295.5,65,11.348,39.943,0.0,78,0
cand01517,0.0126,0.372,906.4,-33.76,1692.0,334.0,71,2.447,7.59,0.286,77,0
cand01626,0.0126,0.042,900.4,-32.88,1670.3,313.4,63,6.827,28.805,0.0,84,0
cand01528,0.0126,0.183,911.6,-31.81,1726.0,308.8,62,3.173,11.205,0.0,80,0
cand01552,0.0126,0.037,933.3,-31.66,1804.2,337.4,65,7.648,29.768,0.0,85,0
cand01578,0.0126,0.472,787.9,-31.65,1458.3,255.6,59,2.494,11.017,0.778,74,0
cand01163,0.0126,0.048,702.9,-30.30,1344.9,250.9,64,11.459,22.367,0.0,65,0
cand02267,0.0126,,743.1,-26.49,1391.3,240.7,58,,,,60,0
cand01673,0.0126,0.014,623.9,-26.33,1157.3,231.7,36,14.61,47.633,0.0,48,0
cand00536,0.0126,0.341,724.5,-24.70,1338.1,253.6,54,4.197,10.183,0.5,69,0
cand01791,0.0125,0.02,828.2,-36.20,1574.0,318.3,65,12.98,37.9,0.0,80,0
cand01463,0.0125,0.024,836.9,-35.76,1577.7,350.6,58,9.957,37.633,0.0,79,0
cand00407,0.0125,0.387,760.2,-33.64,1384.1,244.0,63,3.724,7.609,0.467,73,0
cand01393,0.0125,0.023,796.0,-30.59,1503.0,253.9,51,9.333,40.11,0.0,78,0
cand01537,0.0125,0.083,853.2,-30.19,1581.1,267.0,68,5.54,18.128,0.0,78,0
cand00690,0.0125,0.391,819.7,-29.27,1509.5,269.4,68,3.597,7.559,0.467,84,0
cand01189,0.0125,0.24,750.7,-27.22,1393.5,228.1,63,3.453,9.678,0.125,70,0
cand01067,0.0125,0.029,761.2,-26.62,1402.8,276.7,59,8.271,35.533,0.0,73,0
cand00706,0.0125,0.528,629.6,-26.47,1187.2,219.7,64,1.834,3.56,0.333,61,0
cand02288,0.0125,0.02,825.5,-25.48,1541.9,264.6,66,14.789,36.928,0.0,78,0
cand02392,0.0125,0.032,897.7,-22.18,1684.3,275.8,61,12.407,28.529,0.0,70,0
cand01575,0.0124,0.016,877.4,-41.19,1655.7,344.8,73,14.025,44.486,0.0,84,0
cand01989,0.0124,0.222,961.0,-41.09,1785.0,348.1,84,7.787,14.507,0.375,95,0
cand01605,0.0124,0.023,890.9,-38.57,1694.2,370.4,59,9.471,39.788,0.0,80,0
cand02277,0.0124,0.058,870.8,-37.37,1628.8,273.7,67,7.013,21.91,0.0,83,0
cand00719,0.0124,0.044,797.2,-34.17,1467.6,251.6,67,13.884,22.905,0.0,74,0
cand00412,0.0124,0.458,712.2,-33.78,1347.5,292.9,73,1.926,3.836,0.167,72,0
cand00782,0.0124,0.02,780.3,-30.94,1468.6,304.2,60,10.667,41.513,0.0,76,0
cand01013,0.0124,0.295,880.4,-30.91,1656.6,304.2,61,3.346,8.222,0.2,74,0
cand02110,0.0124,0.021,832.4,-30.34,1560.2,288.3,57,12.856,37.013,0.0,73,0
cand01585,0.0124,0.021,651.2,-19.53,1194.4,184.7,49,10.532,40.153,0.0,50,0
cand00824,0.0124,0.321,529.5,-19.50,979.8,172.9,52,3.776,7.853,0.286,49,0
cand01366,0.0123,0.025,1081.1,-53.14,2011.9,445.2,78,9.637,36.198,0.0,98,0
cand02044,0.0123,0.11,866.2,-42.81,1639.7,368.4,74,16.787,30.82,0.25,92,0
cand02289,0.0123,0.056,1015.0,-39.97,1917.8,382.1,72,8.386,21.281,0.0,88,0
cand01695,0.0123,0.207,769.3,-35.91,1445.8,267.1,59,3.86,10.611,0.1,71,0
cand01844,0.0123,0.019,960.0,-35.71,1791.2,331.9,75,11.465,41.889,0.0,89,0
cand01625,0.0123,0.376,790.1,-35.28,1482.2,287.1,61,2.146,7.269,0.222,77,0
cand02331,0.0123,,800.3,-30.31,1523.9,294.8,59,,,,73,0
cand02338,0.0123,,605.9,-27.63,1122.3,232.3,55,,,,53,0
cand00318,0.0123,0.404,628.5,-22.43,1158.7,228.9,60,3.536,6.52,0.429,61,0
cand02283,0.0123,0.1,581.7,-21.25,1066.3,173.7,45,6.173,15.004,0.0,46,0
cand01318,0.0122,0.037,820.2,-37.74,1543.7,316.5,58,7.25,31.274,0.0,74,0
cand01754,0.0122,0.018,929.5,-36.20,1722.6,304.3,65,11.7,42.073,0.0,82,0
cand00972,0.0122,0.844,704.5,-35.96,1302.2,260.1,63,0.911,2.086,0.857,67,0
cand02098,0.0122,0.058,784.6,-33.72,1411.6,263.2,72,8.134,20.893,0.0,81,0
cand02181,0.0122,,821.5,-30.38,1557.8,310.0,63,,,,80,0
cand01897,0.0122,0.058,854.0,-29.12,1594.4,280.4,76,10.397,20.018,0.0,85,0
cand00269,0.0122,0.258,940.1,-27.73,1741.8,313.9,69,3.796,8.978,0.167,77,0
cand00380,0.0122,0.046,652.7,-20.37,1211.7,200.3,51,9.753,23.569,0.0,54,0
cand00896,0.0121,0.024,827.7,-39.58,1565.5,317.3,59,9.959,37.359,0.0,76,0
cand01587,0.0121,0.032,747.8,-32.71,1415.3,297.7,53,9.552,30.85,0.0,73,0
cand01271,0.0121,0.309,897.3,-31.71,1713.4,304.7,67,2.562,11.047,0.3,88,0
cand01141,0.0121,0.027,884.9,-31.21,1640.2,310.0,58,9.324,34.573,0.0,87,0
cand00646,0.0121,0.257,749.8,-30.86,1377.6,254.6,58,5.437,17.05,0.5,65,0
cand02158,0.0121,0.284,727.0,-29.27,1367.9,266.8,56,3.197,7.095,0.083,64,0
cand00832,0.0121,0.497,679.8,-26.43,1272.2,211.3,55,3.173,7.559,0.75,59,0
cand00966,0.0121,0.059,725.7,-25.59,1400.1,266.7,54,10.208,19.783,0.0,67,0
cand01662,0.0120,0.169,804.6,-35.65,1546.3,306.7,62,3.645,14.722,0.111,75,0
cand01014,0.0120,0.658,795.1,-35.58,1524.5,324.2,60,1.818,7.388,1.0,73,0
cand01062,0.0120,0.037,851.0,-32.89,1585.7,274.5,61,7.876,29.424,0.0,75,0
cand01420,0.0120,0.67,980.5,-32.84,1843.1,381.7,63,2.138,4.163,0.875,90,0
cand01768,0.0120,0.025,876.9,-31.57,1565.6,270.6,68,11.108,34.801,0.0,71,0
cand01592,0.0120,0.374,881.6,-29.90,1640.0,329.9,63,3.584,6.966,0.375,78,0
cand01881,0.0120,0.085,750.9,-29.42,1356.7,284.9,50,7.897,15.973,0.0,57,0
cand01356,0.0120,0.26,698.0,-23.00,1269.0,193.6,61,3.726,8.953,0.167,64,0
cand00844,0.0120,,565.6,-17.26,1023.5,162.9,40,,,,43,0
cand01599,0.0119,0.022,745.1,-28.41,1383.2,238.1,54,9.643,40.732,0.0,67,0
cand01568,0.0119,0.186,707.7,-24.07,1311.1,233.6,58,4.357,9.345,0.0,54,0
cand02001,0.0119,0.117,436.5,-18.22,797.5,137.2,41,6.472,13.024,0.0,46,0
cand00980,0.0118,0.571,942.4,-41.48,1794.7,366.6,76,2.45,6.35,0.8,90,0
cand01053,0.0118,0.033,907.0,-35.30,1688.8,331.4,61,8.484,31.028,0.0,74,0
cand01200,0.0118,0.353,918.8,-33.23,1711.7,306.0,66,3.154,12.432,0.556,79,0
cand00739,0.0118,0.045,742.8,-28.46,1355.8,273.1,51,13.022,22.783,0.0,52,0
cand00491,0.0118,0.027,692.4,-26.50,1278.0,261.4,56,10.505,33.677,0.0,68,0
cand01909,0.0117,0.3,750.3,-35.68,1376.8,288.7,62,2.418,6.643,0.0,66,0
cand01028,0.0117,0.099,774.0,-32.35,1447.6,275.1,55,6.02,15.194,0.0,74,0
cand00759,0.0117,0.104,758.2,-26.66,1404.7,231.5,64,6.877,14.067,0.0,70,0
cand00960,0.0117,0.043,755.5,-26.63,1434.9,254.0,65,13.357,23.566,0.0,71,0
cand02317,0.0117,0.122,646.6,-25.23,1228.6,252.6,47,8.355,28.076,0.25,55,0
cand01051,0.0117,0.016,671.8,-23.11,1189.1,215.5,51,12.051,46.281,0.0,53,0
cand02209,0.0117,0.434,705.3,-16.75,1292.8,223.2,58,2.237,3.573,0.143,62,0
cand01981,0.0116,0.732,901.3,-47.05,1713.2,391.3,73,1.905,4.073,1.0,89,0
cand01126,0.0116,0.1,968.5,-43.82,1813.7,418.8,70,8.496,13.95,0.0,95,0
cand02135,0.0116,0.153,1059.3,-42.80,2021.8,414.1,69,6.697,10.15,0.0,96,0
cand02130,0.0116,0.258,950.6,-39.45,1786.5,291.4,69,3.96,14.745,0.4,80,0
cand01378,0.0116,0.617,862.6,-38.25,1648.3,348.1,64,2.944,6.31,1.0,82,0
cand01277,0.0116,0.016,893.5,-34.55,1625.9,317.3,65,13.992,43.555,0.0,78,0
cand01112,0.0116,0.033,786.1,-26.93,1455.9,262.3,58,7.59,33.084,0.0,78,0
cand00302,0.0116,0.02,537.9,-19.98,1003.5,162.8,46,13.252,38.174,0.0,42,0
cand01109,0.0116,0.019,349.9,-9.01,637.6,89.9,29,17.764,36.988,0.0,26,0
cand01892,0.0115,0.041,1030.9,-47.50,1885.1,372.1,70,9.226,25.961,0.0,91,0
cand01369,0.0115,0.024,906.7,-42.06,1689.3,372.9,74,12.912,34.507,0.0,85,0
cand01197,0.0115,0.153,448.6,-17.58,834.1,151.5,38,8.319,26.217,0.333,40,0
cand02414,0.0114,0.731,1145.3,-53.07,2151.1,469.4,80,1.57,3.436,0.857,111,0
cand01529,0.0114,0.023,837.5,-39.06,1562.9,345.5,62,10.571,37.613,0.0,76,0
cand02332,0.0114,0.026,868.9,-33.86,1642.4,289.7,72,13.164,31.839,0.0,88,0
cand01525,0.0114,0.35,702.5,-20.24,1299.6,225.5,57,2.568,9.145,0.333,72,0
cand01722,0.0113,0.019,904.5,-49.27,1686.7,396.2,75,11.696,40.991,0.0,87,0
cand01410,0.0113,0.026,832.8,-43.39,1537.4,341.2,62,9.006,36.924,0.0,85,0
cand00921,0.0113,0.184,839.0,-38.18,1512.4,304.4,67,4.427,9.426,0.0,78,0
cand01865,0.0113,0.024,857.5,-36.61,1611.0,310.6,75,12.128,34.67,0.0,72,0
cand00337,0.0113,0.191,913.0,-35.41,1661.8,302.5,71,4.185,9.251,0.0,76,0
cand02359,0.0113,0.406,890.6,-29.80,1680.4,345.6,65,2.217,4.752,0.143,80,0
cand01390,0.0113,0.121,826.5,-23.67,1479.3,236.9,56,4.532,14.182,0.0,68,0
cand00300,0.0113,0.239,630.5,-22.52,1169.8,214.7,56,3.301,7.764,0.0,51,0
cand02132,0.0112,,871.3,-38.18,1573.3,305.7,71,,,,75,0
cand00569,0.0112,0.094,715.7,-30.09,1329.2,249.3,54,6.532,15.505,0.0,51,0
cand01458,0.0112,0.02,729.2,-26.87,1344.1,255.5,53,10.712,41.774,0.0,68,0
cand01789,0.0111,0.583,980.6,-29.02,1782.0,349.7,65,2.956,4.325,0.75,79,0
cand02436,0.0111,0.035,589.6,-22.93,1092.2,224.0,44,11.663,27.302,0.0,55,0
cand00917,0.0111,0.034,532.9,-11.47,1003.9,195.7,38,11.045,27.88,0.0,51,0
cand01573,0.0110,0.028,861.0,-41.02,1595.2,289.8,57,8.872,34.537,0.0,67,0
cand01523,0.0110,0.61,826.6,-34.08,1551.7,298.1,62,1.548,6.29,0.7,79,0
cand01990,0.0109,0.03,775.7,-27.71,1420.8,266.4,60,12.651,29.51,0.0,74,0
cand01434,0.0109,0.22,502.6,-15.26,956.5,151.9,48,4.512,15.701,0.333,44,0
cand02411,0.0108,0.352,904.1,-31.76,1712.6,300.7,63,5.26,10.2,0.571,83,0
cand01561,0.0108,0.083,733.3,-24.96,1348.2,241.7,58,5.499,18.19,0.0,63,0
cand00611,0.0107,0.311,816.2,-25.70,1573.4,287.1,61,3.093,6.825,0.133,74,0
cand02365,0.0107,0.269,747.5,-18.33,1426.3,259.5,57,3.086,6.713,0.0,61,0
cand02293,0.0106,,677.5,-22.09,1255.6,207.3,47,,,,57,0
cand00649,0.0106,0.374,630.5,-18.51,1190.6,217.6,58,2.818,5.128,0.167,58,0
cand01676,0.0105,0.252,910.9,-30.88,1654.8,271.7,62,4.019,15.377,0.4,82,0
cand01370,0.0104,0.592,823.6,-34.98,1541.5,277.7,63,1.909,6.7,0.778,74,0
cand01553,0.0103,0.279,850.0,-31.93,1562.3,254.7,58,3.582,8.723,0.2,70,0
cand01630,0.0102,0.015,589.4,-25.28,1081.6,223.4,52,21.255,41.138,0.0,51,0
cand01132,0.0101,0.29,864.7,-35.64,1615.9,329.2,65,5.379,10.464,0.4,76,0
cand01017,0.0101,,853.9,-25.93,1582.6,305.1,67,,,,82,0
cand00884,0.0101,0.24,640.0,-19.23,1165.3,234.1,58,6.109,10.504,0.267,65,0
cand00889,0.0100,0.172,780.7,-29.77,1481.2,303.9,61,6.034,13.308,0.167,72,0
cand01256,0.0099,0.034,840.6,-35.00,1556.0,309.4,57,15.968,26.581,0.0,76,0
cand01406,0.0000,0.03,1269.7,-48.55,2418.6,497.2,85,11.864,30.262,0.0,108,0
cand01536,0.0000,0.041,1039.6,-43.35,1957.4,372.8,77,16.071,23.555,0.0,90,0
cand01714,0.0000,0.033,977.8,-43.13,1808.5,360.2,58,9.031,30.489,0.0,74,0
cand01875,0.0000,0.152,811.9,-38.44,1537.2,307.3,77,3.652,16.027,0.091,80,0
cand01235,0.0000,0.053,909.7,-36.79,1686.0,315.1,72,8.691,21.901,0.0,84,0
cand00812,0.0000,0.062,842.5,-36.20,1575.8,337.2,61,8.065,19.949,0.0,79,0
cand01144,0.0000,0.044,817.1,-35.49,1485.0,307.1,61,8.817,24.825,0.0,73,0
cand00603,0.0000,0.061,801.5,-35.46,1486.6,273.8,66,9.987,19.372,0.0,77,0
cand00771,0.0000,0.259,684.3,-35.35,1294.1,283.9,56,8.996,13.515,0.467,64,0
cand01685,0.0000,0.021,945.0,-34.21,1774.9,349.2,66,10.691,40.303,0.0,89,0
cand00589,0.0000,0.04,674.5,-34.05,1265.1,266.9,51,10.35,25.677,0.0,56,0
cand02432,0.0000,0.018,664.1,-33.38,1271.2,270.2,44,22.182,37.832,0.0,59,0
cand01405,0.0000,0.138,676.3,-31.61,1224.9,259.7,55,7.089,22.842,0.25,64,0
cand01338,0.0000,0.022,865.6,-31.17,1579.2,309.7,64,14.468,35.424,0.0,85,0
cand02175,0.0000,0.122,906.2,-31.06,1666.2,314.2,72,13.311,31.344,0.286,69,0
cand00484,0.0000,0.158,794.0,-30.15,1454.5,255.3,55,4.357,11.157,0.0,67,0
cand00974,0.0000,,812.1,-29.60,1519.2,331.8,58,,,,75,0
cand01049,0.0000,0.325,816.4,-29.50,1514.6,341.1,60,6.445,18.554,0.75,79,0
cand00804,0.0000,0.076,737.1,-29.47,1380.8,284.9,45,7.167,17.717,0.0,58,0
cand02453,0.0000,0.073,661.1,-29.15,1201.9,230.5,44,7.159,18.413,0.0,53,0
cand01584,0.0000,0.017,777.2,-29.02,1430.0,251.8,56,12.399,43.075,0.0,63,0
cand00689,0.0000,0.171,813.1,-28.46,1526.7,282.0,60,6.932,21.496,0.333,72,0
cand01359,0.0000,0.021,723.4,-28.12,1361.0,236.7,48,14.126,36.5,0.0,62,0
cand02435,0.0000,0.082,835.2,-28.10,1555.7,322.9,66,7.693,16.489,0.0,80,0
cand02385,0.0000,0.021,878.6,-28.09,1621.0,271.9,69,14.149,36.719,0.0,78,0
cand01631,0.0000,0.064,768.5,-27.75,1472.7,283.6,55,5.6,22.637,0.0,68,0
cand02221,0.0000,0.021,1037.2,-27.56,1887.7,374.6,73,15.189,35.792,0.0,89,0
cand00369,0.0000,0.027,758.3,-26.69,1423.5,226.3,64,13.597,31.247,0.0,61,0
cand00959,0.0000,0.03,711.8,-26.50,1355.6,289.4,57,11.849,29.798,0.0,66,0
cand01650,0.0000,0.064,534.8,-26.20,1000.8,190.6,53,10.359,18.669,0.0,56,0
cand01424,0.0000,0.02,679.7,-25.59,1278.5,216.5,55,10.5,40.97,0.0,58,0
cand02009,0.0000,0.168,637.5,-25.48,1161.1,246.8,62,10.515,15.418,0.25,53,0
cand01207,0.0000,0.089,706.2,-24.87,1340.3,246.7,56,6.154,16.385,0.0,57,0
cand00955,0.0000,0.095,704.6,-24.76,1287.4,267.7,58,7.237,14.992,0.0,63,0
cand02059,0.0000,0.046,678.6,-24.28,1268.1,250.5,54,10.86,23.103,0.0,59,0
cand01497,0.0000,0.158,821.3,-23.77,1491.9,225.9,61,4.221,14.24,0.1,75,0
cand00736,0.0000,0.18,762.4,-23.58,1413.0,269.5,56,6.258,20.04,0.333,67,0
cand00695,0.0000,0.336,670.4,-23.30,1243.0,245.7,45,6.731,22.294,0.833,60,0
cand00171,0.0000,0.246,720.3,-23.03,1331.4,255.7,54,4.074,6.653,0.0,61,0
cand01374,0.0000,0.042,806.0,-22.96,1501.8,318.2,64,10.098,24.967,0.0,80,0
cand02057,0.0000,0.033,710.2,-22.36,1283.3,242.0,56,14.008,27.227,0.0,55,0
cand00767,0.0000,0.295,561.2,-21.88,1049.4,196.0,48,3.815,10.011,0.333,54,0
cand01264,0.0000,0.301,682.7,-21.57,1272.2,285.7,59,3.275,10.469,0.333,72,0
cand02443,0.0000,0.131,632.0,-21.05,1143.0,201.3,47,5.118,12.536,0.0,54,0
cand02182,0.0000,0.025,655.4,-20.48,1243.3,229.7,41,16.311,32.166,0.0,46,0
cand02242,0.0000,0.028,559.5,-19.98,1038.9,177.5,48,11.573,31.426,0.0,48,0
cand01572,0.0000,0.161,603.0,-19.84,1140.1,205.5,50,7.664,23.997,0.333,52,0
cand00459,0.0000,0.248,690.2,-19.14,1295.7,264.2,52,5.144,10.085,0.25,60,0
cand01597,0.0000,0.036,527.8,-18.96,990.8,185.3,40,8.595,29.295,0.0,42,0
cand02090,0.0000,0.151,636.2,-18.82,1199.5,243.4,47,8.848,26.728,0.333,49,0
cand00774,0.0000,0.03,780.8,-18.51,1429.1,231.3,49,11.872,29.862,0.0,61,0
cand02120,0.0000,0.209,799.9,-18.51,1518.3,270.7,59,4.344,10.944,0.143,68,0
cand00487,0.0000,0.093,781.8,-15.60,1408.6,279.8,56,6.105,15.887,0.0,59,0
cand00744,0.0000,0.113,688.0,-15.08,1260.2,215.7,57,12.515,19.544,0.167,58,0
cand00575,0.0000,0.018,609.6,-14.11,1147.4,184.2,44,15.789,39.591,0.0,43,0
cand00789,0.0000,0.186,608.6,-12.64,1116.7,225.2,48,2.96,11.471,0.0,46,0
cand01387,0.0000,0.097,596.0,-11.13,1073.8,140.2,50,6.613,15.09,0.0,41,0
cand02022,0.0000,0.148,521.7,-10.63,952.2,170.6,49,9.035,28.234,0.333,45,0
cand00728,0.0000,0.046,175.6,-5.98,318.4,50.6,13,11.991,22.848,0.0,9,0
