cand,method,mean_plddt,ptm
cand01561,SolubleMPNN,82.84,0.6
cand01524,SolubleMPNN,82.84,0.56
cand00759,SolubleMPNN,82.82,0.6
cand00015,SolubleMPNN,82.82,0.56
cand00607,SolubleMPNN,82.79,0.6
cand00910,SolubleMPNN,82.79,0.57
cand02187,ProteinMPNN,82.77,0.58
cand00473,SolubleMPNN,82.76,0.64
cand01184,SolubleMPNN,82.65,0.56
cand02009,SolubleMPNN,82.64,0.57
cand00276,ProteinMPNN,82.64,0.63
cand00710,ProteinMPNN,82.64,0.6
cand01904,SolubleMPNN,82.63,0.62
cand02034,SolubleMPNN,82.61,0.55
cand02385,ProteinMPNN,82.58,0.6
cand01377,ProteinMPNN,82.57,0.58
cand00444,SolubleMPNN,82.57,0.65
cand01197,ProteinMPNN,82.48,0.7
cand02411,ProteinMPNN,82.44,0.59
cand00760,ProteinMPNN,82.42,0.57
cand00377,SolubleMPNN,82.4,0.61
cand02185,SolubleMPNN,82.39,0.52
cand01214,SolubleMPNN,82.33,0.56
cand00632,SolubleMPNN,82.33,0.61
cand00622,SolubleMPNN,82.3,0.59
cand00739,ProteinMPNN,82.29,0.65
cand01491,ProteinMPNN,82.27,0.56
cand02372,ProteinMPNN,82.25,0.6
cand01504,SolubleMPNN,82.24,0.56
cand01694,SolubleMPNN,82.22,0.63
cand01674,ProteinMPNN,82.21,0.57
cand00082,ProteinMPNN,82.19,0.61
cand01280,SolubleMPNN,82.18,0.62
cand00885,ProteinMPNN,82.18,0.59
cand00128,SolubleMPNN,82.12,0.63
cand00932,SolubleMPNN,82.12,0.61
cand00410,SolubleMPNN,82.11,0.67
cand02002,SolubleMPNN,82.09,0.64
cand01017,ProteinMPNN,82.08,0.62
cand02227,ProteinMPNN,82.07,0.55
cand01452,ProteinMPNN,82.06,0.6
cand00116,ProteinMPNN,82.06,0.57
cand01750,SolubleMPNN,82.06,0.6
cand01656,SolubleMPNN,82.04,0.6
cand00571,SolubleMPNN,82.03,0.59
cand02298,SolubleMPNN,82.02,0.51
cand02262,ProteinMPNN,82.01,0.56
cand01902,SolubleMPNN,81.96,0.62
cand01805,SolubleMPNN,81.95,0.59
cand00067,SolubleMPNN,81.95,0.67
cand01665,ProteinMPNN,81.93,0.51
cand01941,ProteinMPNN,81.93,0.64
cand01267,SolubleMPNN,81.92,0.51
cand01193,SolubleMPNN,81.88,0.62
cand01525,SolubleMPNN,81.87,0.71
cand00221,SolubleMPNN,81.87,0.6
cand01298,ProteinMPNN,81.78,0.55
cand02293,ProteinMPNN,81.73,0.51
cand00439,SolubleMPNN,81.67,0.63
cand01949,ProteinMPNN,81.66,0.57
cand00603,SolubleMPNN,81.62,0.61
cand01881,SolubleMPNN,81.58,0.59
cand02475,ProteinMPNN,81.55,0.54
cand00039,SolubleMPNN,81.53,0.6
cand00583,SolubleMPNN,81.5,0.67
cand00414,SolubleMPNN,81.5,0.64
cand02437,SolubleMPNN,81.48,0.51
cand01419,ProteinMPNN,81.35,0.51
cand02104,SolubleMPNN,81.32,0.59
cand00585,ProteinMPNN,81.3,0.61
cand01062,SolubleMPNN,81.28,0.57
cand01348,SolubleMPNN,81.24,0.65
cand00630,SolubleMPNN,81.22,0.64
cand00454,SolubleMPNN,81.13,0.63
cand00874,SolubleMPNN,81.1,0.66
cand01270,SolubleMPNN,81.09,0.61
cand00731,SolubleMPNN,81.05,0.62
cand02072,SolubleMPNN,81.0,0.53
cand00333,SolubleMPNN,80.97,0.6
cand00036,ProteinMPNN,80.95,0.55
cand01493,ProteinMPNN,80.93,0.52
cand00550,ProteinMPNN,80.92,0.63
cand01565,SolubleMPNN,80.91,0.61
cand00682,ProteinMPNN,80.89,0.65
cand01406,SolubleMPNN,80.87,0.64
cand00737,SolubleMPNN,80.82,0.68
cand00653,SolubleMPNN,80.82,0.65
cand00158,ProteinMPNN,80.82,0.51
cand00952,ProteinMPNN,80.81,0.59
cand01997,SolubleMPNN,80.8,0.61
cand01869,SolubleMPNN,80.8,0.6
cand01822,SolubleMPNN,80.71,0.6
cand01433,SolubleMPNN,80.67,0.68
cand01825,ProteinMPNN,80.65,0.62
cand00906,SolubleMPNN,80.63,0.56
cand00542,ProteinMPNN,80.6,0.54
cand00792,ProteinMPNN,80.55,0.66
cand01513,SolubleMPNN,80.54,0.55
cand00485,ProteinMPNN,80.5,0.62
cand00967,ProteinMPNN,80.48,0.6
cand01588,SolubleMPNN,80.47,0.58
cand01728,ProteinMPNN,80.4,0.55
cand00919,ProteinMPNN,80.4,0.57
cand02300,SolubleMPNN,80.37,0.51
cand01125,ProteinMPNN,80.36,0.54
cand00767,SolubleMPNN,80.34,0.66
cand01167,SolubleMPNN,80.33,0.66
cand00586,SolubleMPNN,80.26,0.6
cand01817,ProteinMPNN,80.2,0.51
cand01480,SolubleMPNN,80.13,0.61
cand02041,ProteinMPNN,80.12,0.55
cand01238,SolubleMPNN,80.09,0.6
cand01932,ProteinMPNN,80.08,0.56
cand00992,ProteinMPNN,79.96,0.61
cand02013,SolubleMPNN,79.95,0.58
cand00953,SolubleMPNN,79.9,0.56
cand00966,SolubleMPNN,79.88,0.69
cand00845,ProteinMPNN,79.83,0.59
cand02473,ProteinMPNN,79.83,0.57
cand00564,ProteinMPNN,79.8,0.65
cand00999,ProteinMPNN,79.74,0.61
cand00048,SolubleMPNN,79.62,0.56
cand00437,ProteinMPNN,79.55,0.59
cand01462,SolubleMPNN,79.51,0.53
cand00800,ProteinMPNN,79.48,0.57
cand01535,SolubleMPNN,79.46,0.63
cand00715,ProteinMPNN,79.45,0.64
cand00950,SolubleMPNN,79.41,0.66
cand00872,SolubleMPNN,79.34,0.62
cand01981,SolubleMPNN,79.34,0.61
cand00758,SolubleMPNN,79.27,0.64
cand01320,SolubleMPNN,79.26,0.59
cand00587,ProteinMPNN,79.24,0.62
cand00374,SolubleMPNN,79.2,0.56
cand00898,ProteinMPNN,79.15,0.53
cand01601,SolubleMPNN,79.1,0.6
cand01808,SolubleMPNN,78.93,0.59
cand02440,ProteinMPNN,78.89,0.54
cand01773,SolubleMPNN,78.86,0.6
cand00484,ProteinMPNN,78.84,0.57
cand00960,SolubleMPNN,78.83,0.55
cand01861,SolubleMPNN,78.73,0.58
cand01409,ProteinMPNN,78.69,0.56
cand00433,ProteinMPNN,78.67,0.62
cand00889,ProteinMPNN,78.55,0.61
cand00668,SolubleMPNN,78.45,0.64
cand00205,ProteinMPNN,78.37,0.55
cand00375,ProteinMPNN,78.22,0.57
cand01434,SolubleMPNN,78.15,0.6
cand01801,ProteinMPNN,78.1,0.53
cand00955,SolubleMPNN,78.06,0.67
cand02030,SolubleMPNN,77.95,0.56
cand01081,SolubleMPNN,77.91,0.52
cand00631,SolubleMPNN,77.87,0.54
cand00645,ProteinMPNN,77.86,0.56
cand01783,ProteinMPNN,77.79,0.58
cand00602,SolubleMPNN,77.71,0.54
cand02003,ProteinMPNN,77.66,0.56
cand00612,SolubleMPNN,77.66,0.56
cand02145,ProteinMPNN,77.63,0.6
cand00469,ProteinMPNN,77.62,0.56
cand00563,SolubleMPNN,77.55,0.58
cand01876,SolubleMPNN,77.5,0.58
cand01074,SolubleMPNN,77.49,0.54
cand01509,SolubleMPNN,77.45,0.55
cand00989,ProteinMPNN,77.4,0.56
cand02120,SolubleMPNN,77.38,0.55
cand01235,SolubleMPNN,77.38,0.57
cand02096,ProteinMPNN,77.3,0.68
cand01087,SolubleMPNN,77.27,0.53
cand00308,SolubleMPNN,77.27,0.62
cand00187,SolubleMPNN,77.26,0.59
cand00185,ProteinMPNN,77.25,0.55
cand00191,SolubleMPNN,77.2,0.57
cand01951,ProteinMPNN,77.14,0.61
cand01671,SolubleMPNN,77.12,0.56
cand00888,ProteinMPNN,77.01,0.61
cand00472,SolubleMPNN,76.89,0.58
cand00007,SolubleMPNN,76.75,0.52
cand01208,SolubleMPNN,76.69,0.57
cand01180,SolubleMPNN,76.5,0.64
cand00690,SolubleMPNN,76.48,0.61
cand00657,SolubleMPNN,76.37,0.63
cand02090,ProteinMPNN,76.32,0.65
cand02134,ProteinMPNN,76.31,0.53
cand01163,SolubleMPNN,76.3,0.58
cand00240,SolubleMPNN,76.25,0.54
cand00582,ProteinMPNN,76.21,0.54
cand01098,SolubleMPNN,76.11,0.56
cand00693,ProteinMPNN,76.11,0.55
cand02022,ProteinMPNN,76.03,0.56
cand00649,ProteinMPNN,75.99,0.53
cand00841,SolubleMPNN,75.98,0.57
cand01849,ProteinMPNN,75.98,0.53
cand00565,ProteinMPNN,75.86,0.66
cand00281,SolubleMPNN,75.73,0.59
cand00613,SolubleMPNN,75.59,0.56
cand00604,SolubleMPNN,75.59,0.52
cand01887,ProteinMPNN,75.55,0.57
cand01264,SolubleMPNN,75.55,0.56
cand00078,SolubleMPNN,75.52,0.6
cand00813,SolubleMPNN,75.4,0.59
cand00825,SolubleMPNN,75.39,0.52
cand00490,SolubleMPNN,75.3,0.52
cand02000,ProteinMPNN,75.25,0.6
cand02001,ProteinMPNN,75.2,0.56
cand00733,ProteinMPNN,75.2,0.54
cand00726,SolubleMPNN,75.2,0.51
cand00237,SolubleMPNN,75.19,0.63
cand00453,ProteinMPNN,75.15,0.51
cand00385,SolubleMPNN,74.9,0.51
cand01597,ProteinMPNN,74.86,0.56
cand00204,ProteinMPNN,74.86,0.53
cand00783,SolubleMPNN,74.69,0.59
cand01095,ProteinMPNN,74.63,0.55
cand00884,SolubleMPNN,74.52,0.51
cand00756,ProteinMPNN,74.48,0.52
cand00062,ProteinMPNN,74.33,0.53
cand01989,ProteinMPNN,74.26,0.52
cand00786,ProteinMPNN,74.22,0.53
cand00089,ProteinMPNN,74.2,0.54
cand00671,ProteinMPNN,74.18,0.54
cand01116,ProteinMPNN,74.13,0.52
cand02119,ProteinMPNN,74.12,0.62
cand00114,ProteinMPNN,73.87,0.53
cand01610,ProteinMPNN,73.78,0.53
cand01045,SolubleMPNN,73.65,0.58
cand01940,ProteinMPNN,73.64,0.52
cand00611,ProteinMPNN,73.63,0.59
cand00627,ProteinMPNN,73.59,0.54
cand00980,SolubleMPNN,73.47,0.58
cand00538,ProteinMPNN,73.31,0.59
cand00112,ProteinMPNN,73.29,0.51
cand02135,ProteinMPNN,73.16,0.53
cand00480,SolubleMPNN,73.04,0.53
cand00876,SolubleMPNN,73.03,0.53
cand00208,SolubleMPNN,73.02,0.52
cand01041,SolubleMPNN,73.0,0.53
cand00201,ProteinMPNN,72.91,0.51
cand00616,SolubleMPNN,72.8,0.51
cand01875,ProteinMPNN,72.79,0.51
cand01134,ProteinMPNN,72.67,0.52
cand01541,ProteinMPNN,72.6,0.52
cand00601,SolubleMPNN,72.41,0.56
cand00745,SolubleMPNN,72.27,0.53
cand00420,ProteinMPNN,72.22,0.58
cand01459,SolubleMPNN,72.21,0.52
cand00552,SolubleMPNN,72.19,0.53
cand00476,SolubleMPNN,72.14,0.51
cand00171,ProteinMPNN,71.54,0.51
cand00475,SolubleMPNN,71.52,0.53
cand01873,ProteinMPNN,71.44,0.51
cand01323,ProteinMPNN,71.29,0.51
cand00459,SolubleMPNN,71.23,0.54
cand02193,ProteinMPNN,71.14,0.52
cand00256,SolubleMPNN,70.62,0.53
cand00507,SolubleMPNN,70.2,0.53
cand01059,ProteinMPNN,70.16,0.51
